"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 03:00","2023","10","02","03:00","2.8","","2.8","","100","","","","17","","8","","0.2","","88.53","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 04:00","2023","10","02","04:00","2.6","","2.6","","100","","","","16","","9","","0.2","","88.50","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 05:00","2023","10","02","05:00","2.4","","2.4","","100","","","","17","","10","","0.2","","88.45","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 06:00","2023","10","02","06:00","1.5","","1.5","","100","","","","18","","10","","0.2","","88.41","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 07:00","2023","10","02","07:00","2.2","","2.2","","100","","","","20","","10","","64.4","","88.38","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 08:00","2023","10","02","08:00","4.7","","1.6","","80","","","","21","","8","","24.1","","88.35","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 09:00","2023","10","02","09:00","6.4","","1.8","","72","","","","19","","7","","64.4","","88.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 10:00","2023","10","02","10:00","10.3","","3.2","","61","","","","22","","4","","64.4","","88.33","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 11:00","2023","10","02","11:00","14.5","","0.7","","39","","","","34","","16","","64.4","","88.34","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 12:00","2023","10","02","12:00","15.0","","0.2","","36","","","","30","","13","","64.4","","88.30","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 13:00","2023","10","02","13:00","17.4","","1.7","","35","","","","35","","16","","64.4","","88.29","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 14:00","2023","10","02","14:00","16.7","","0.5","","33","","","","32","","10","","64.4","","88.30","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 15:00","2023","10","02","15:00","16.7","","2.0","","37","","","","9","","5","","64.4","","88.28","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 16:00","2023","10","02","16:00","14.3","","3.0","","46","","","","12","","17","","64.4","","88.31","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 17:00","2023","10","02","17:00","14.7","","3.3","","46","","","","13","","8","","24.1","","88.34","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 18:00","2023","10","02","18:00","12.3","","3.9","","56","","","","5","","11","","24.1","","88.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 19:00","2023","10","02","19:00","11.7","","3.2","","56","","","","12","","4","","24.1","","88.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 20:00","2023","10","02","20:00","9.3","","3.6","","67","","","","3","","13","","24.1","","88.49","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 21:00","2023","10","02","21:00","8.9","","3.6","","69","","","","36","","9","","24.1","","88.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 22:00","2023","10","02","22:00","6.9","","3.5","","78","","","","35","","8","","24.1","","88.60","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-02 23:00","2023","10","02","23:00","7.7","","3.1","","73","","","","33","","10","","24.1","","88.62","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 00:00","2023","10","03","00:00","5.7","","2.6","","80","","","","35","","4","","24.1","","88.64","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 01:00","2023","10","03","01:00","6.1","","3.0","","81","","","","23","","4","","24.1","","88.66","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 02:00","2023","10","03","02:00","5.3","","2.3","","81","","","","27","","5","","24.1","","88.68","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 03:00","2023","10","03","03:00","4.4","","1.7","","82","","","","36","","2","","24.1","","88.68","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 04:00","2023","10","03","04:00","3.1","","-0.3","","79","","","","3","","13","","24.1","","88.74","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 05:00","2023","10","03","05:00","3.6","","1.0","","83","","","","30","","5","","24.1","","88.77","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 06:00","2023","10","03","06:00","2.8","","0.2","","83","","","","36","","2","","24.1","","88.77","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 07:00","2023","10","03","07:00","3.1","","0.9","","85","","","","34","","7","","64.4","","88.84","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 08:00","2023","10","03","08:00","5.8","","2.9","","82","","","","36","","2","","64.4","","88.88","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 09:00","2023","10","03","09:00","9.1","","2.8","","64","","","","32","","12","","64.4","","88.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 10:00","2023","10","03","10:00","10.6","","3.0","","59","","","","34","","13","","64.4","","88.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 11:00","2023","10","03","11:00","11.4","","2.8","","55","","","","35","","7","","64.4","","88.90","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 12:00","2023","10","03","12:00","12.1","","2.0","","50","","","","2","","8","","64.4","","88.89","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 13:00","2023","10","03","13:00","13.2","","1.9","","46","","","","3","","8","","24.1","","88.87","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 14:00","2023","10","03","14:00","13.8","","2.0","","44","","","","3","","4","","24.1","","88.85","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 15:00","2023","10","03","15:00","14.9","","2.1","","42","","","","17","","10","","24.1","","88.78","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 16:00","2023","10","03","16:00","14.7","","2.0","","42","","","","16","","12","","24.1","","88.74","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 17:00","2023","10","03","17:00","13.8","","2.4","","46","","","","15","","9","","24.1","","88.74","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 18:00","2023","10","03","18:00","12.0","","2.6","","53","","","","16","","12","","24.1","","88.70","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 19:00","2023","10","03","19:00","11.7","","2.3","","52","","","","19","","8","","24.1","","88.66","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 20:00","2023","10","03","20:00","11.2","","2.6","","55","","","","18","","11","","24.1","","88.62","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 21:00","2023","10","03","21:00","9.1","","2.5","","63","","","","13","","8","","24.1","","88.58","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 22:00","2023","10","03","22:00","8.5","","3.1","","69","","","","18","","8","","24.1","","88.52","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-03 23:00","2023","10","03","23:00","6.8","","2.5","","74","","","","18","","9","","24.1","","88.45","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 00:00","2023","10","04","00:00","8.4","","0.6","","58","","","","19","","4","","24.1","","88.43","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 01:00","2023","10","04","01:00","12.9","","-0.6","","39","","","","28","","24","","24.1","","88.40","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 02:00","2023","10","04","02:00","11.7","","-0.1","","44","","","","31","","12","","24.1","","88.41","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 03:00","2023","10","04","03:00","10.9","","0.6","","49","","","","34","","13","","24.1","","88.45","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 04:00","2023","10","04","04:00","9.1","","1.1","","57","","","","36","","13","","24.1","","88.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 05:00","2023","10","04","05:00","7.5","","2.1","","69","","","","2","","13","","24.1","","88.58","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 06:00","2023","10","04","06:00","7.9","","2.3","","68","","","","34","","14","","24.1","","88.65","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 07:00","2023","10","04","07:00","7.1","","2.8","","74","","","","1","","14","","64.4","","88.74","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 08:00","2023","10","04","08:00","8.5","","3.5","","71","","","","36","","21","","64.4","","88.85","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 09:00","2023","10","04","09:00","8.5","","2.7","","67","","","","36","","38","","24.1","","88.95","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 10:00","2023","10","04","10:00","8.6","","2.0","","63","","","","35","","33","","24.1","","89.03","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 11:00","2023","10","04","11:00","8.3","","3.1","","69","","","","35","","30","","24.1","","89.05","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 12:00","2023","10","04","12:00","8.8","","2.1","","63","","","","34","","32","","24.1","","89.11","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 13:00","2023","10","04","13:00","9.9","","1.2","","54","","","","34","","32","","24.1","","89.14","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 14:00","2023","10","04","14:00","10.7","","1.0","","51","","","","34","","32","","24.1","","89.18","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 15:00","2023","10","04","15:00","12.0","","0.4","","45","","","","34","","21","","24.1","","89.23","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 16:00","2023","10","04","16:00","12.3","","0.6","","45","","","","32","","20","","24.1","","89.26","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 17:00","2023","10","04","17:00","10.8","","0.8","","50","","","","1","","22","","16.1","","89.35","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 18:00","2023","10","04","18:00","8.9","","0.8","","57","","","","1","","9","","24.1","","89.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 19:00","2023","10","04","19:00","9.4","","0.5","","53","","","","32","","5","","24.1","","89.48","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 20:00","2023","10","04","20:00","8.6","","0.8","","58","","","","23","","10","","24.1","","89.54","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 21:00","2023","10","04","21:00","6.7","","1.5","","69","","","","0","","1","","24.1","","89.60","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 22:00","2023","10","04","22:00","5.1","","0.6","","73","","","","3","","4","","24.1","","89.63","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-04 23:00","2023","10","04","23:00","3.7","","-0.1","","76","","","","7","","4","","24.1","","89.65","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 00:00","2023","10","05","00:00","2.2","","-0.5","","82","","","","5","","4","","24.1","","89.65","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 01:00","2023","10","05","01:00","1.9","","0.1","","88","","","","35","","4","","24.1","","89.70","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 02:00","2023","10","05","02:00","2.8","","0.1","","83","","","","35","","9","","24.1","","89.76","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 03:00","2023","10","05","03:00","3.6","","0.4","","79","","","","1","","8","","24.1","","89.80","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 04:00","2023","10","05","04:00","4.5","","-0.3","","71","","","","36","","5","","24.1","","89.85","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 05:00","2023","10","05","05:00","4.8","","-0.8","","67","","","","36","","9","","24.1","","89.91","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 06:00","2023","10","05","06:00","5.2","","-1.8","","61","","","","36","","14","","24.1","","89.98","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 07:00","2023","10","05","07:00","4.8","","-2.1","","61","","","","35","","12","","64.4","","90.07","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 08:00","2023","10","05","08:00","4.7","","-4.0","","53","","","","35","","17","","64.4","","90.17","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 09:00","2023","10","05","09:00","5.1","","-5.4","","47","","","","34","","17","","64.4","","90.24","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 10:00","2023","10","05","10:00","6.2","","-7.7","","36","","","","34","","19","","64.4","","90.28","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 11:00","2023","10","05","11:00","7.6","","-8.3","","31","","","","35","","15","","64.4","","90.29","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 12:00","2023","10","05","12:00","8.4","","-7.7","","31","","","","34","","17","","64.4","","90.26","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 13:00","2023","10","05","13:00","9.4","","-6.8","","31","","","","36","","17","","64.4","","90.25","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 14:00","2023","10","05","14:00","9.6","","-6.8","","31","","","","1","","24","","64.4","","90.26","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 15:00","2023","10","05","15:00","9.8","","-6.8","","30","","","","3","","21","","64.4","","90.28","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 16:00","2023","10","05","16:00","9.0","","-6.5","","33","","","","3","","24","","32.2","","90.33","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 17:00","2023","10","05","17:00","7.7","","-6.5","","36","","","","2","","25","","32.2","","90.41","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 18:00","2023","10","05","18:00","5.7","","-7.2","","39","","","","4","","22","","32.2","","90.45","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 19:00","2023","10","05","19:00","4.3","","-7.2","","43","","","","5","","13","","24.1","","90.53","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 20:00","2023","10","05","20:00","2.6","","-6.9","","50","","","","8","","9","","24.1","","90.56","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 21:00","2023","10","05","21:00","2.5","","-7.3","","48","","","","7","","4","","24.1","","90.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 22:00","2023","10","05","22:00","2.5","","-6.7","","51","","","","19","","4","","24.1","","90.56","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-05 23:00","2023","10","05","23:00","1.2","","-6.0","","59","","","","18","","12","","24.1","","90.52","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 00:00","2023","10","06","00:00","1.0","","-5.5","","62","","","","18","","8","","24.1","","90.49","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 01:00","2023","10","06","01:00","0.1","","-6.4","","62","","","","18","","10","","24.1","","90.40","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 02:00","2023","10","06","02:00","-0.5","","-5.9","","67","","","","18","","14","","24.1","","90.33","","","","-5","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 03:00","2023","10","06","03:00","0.0","","-5.8","","65","","","","19","","16","","24.1","","90.23","","","","-5","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 04:00","2023","10","06","04:00","-0.3","","-5.8","","67","","","","18","","13","","24.1","","90.19","","","","-4","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 05:00","2023","10","06","05:00","-0.6","","-5.7","","69","","","","19","","12","","24.1","","90.14","","","","-5","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 06:00","2023","10","06","06:00","0.1","","-5.6","","66","","","","21","","9","","24.1","","90.11","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 07:00","2023","10","06","07:00","0.2","","-6.3","","62","","","","21","","7","","64.4","","90.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 08:00","2023","10","06","08:00","2.2","","-5.5","","57","","","","21","","13","","64.4","","90.01","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 09:00","2023","10","06","09:00","5.9","","-3.6","","51","","","","22","","11","","64.4","","89.97","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 10:00","2023","10","06","10:00","9.7","","-2.8","","41","","","","22","","8","","64.4","","89.95","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 11:00","2023","10","06","11:00","13.9","","-1.5","","34","","","","19","","12","","64.4","","89.88","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 12:00","2023","10","06","12:00","15.3","","-0.9","","33","","","","19","","15","","64.4","","89.85","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 13:00","2023","10","06","13:00","17.3","","-1.0","","29","","","","20","","14","","64.4","","89.79","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 14:00","2023","10","06","14:00","19.2","","0.3","","28","","","","20","","13","","64.4","","89.71","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 15:00","2023","10","06","15:00","20.4","","0.6","","26","","","","18","","14","","64.4","","89.63","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 16:00","2023","10","06","16:00","20.6","","0.0","","25","","","","17","","10","","48.3","","89.59","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 17:00","2023","10","06","17:00","19.2","","0.9","","29","","","","18","","10","","32.2","","89.55","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 18:00","2023","10","06","18:00","16.7","","0.3","","33","","","","20","","13","","32.2","","89.53","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 19:00","2023","10","06","19:00","16.6","","0.0","","32","","","","22","","13","","32.2","","89.52","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 20:00","2023","10","06","20:00","15.2","","0.1","","35","","","","20","","11","","24.1","","89.47","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 21:00","2023","10","06","21:00","15.0","","-0.2","","35","","","","23","","11","","24.1","","89.44","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 22:00","2023","10","06","22:00","14.0","","-0.7","","36","","","","23","","9","","24.1","","89.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-06 23:00","2023","10","06","23:00","11.6","","-0.1","","44","","","","17","","7","","24.1","","89.41","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-07 00:00","2023","10","07","00:00","9.4","","0.1","","52","","","","15","","5","","24.1","","89.40","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-07 01:00","2023","10","07","01:00","10.5","","-0.2","","48","","","","22","","8","","24.1","","89.39","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-07 02:00","2023","10","07","02:00","9.4","","0.2","","53","","","","19","","5","","24.1","","89.42","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-07 03:00","2023","10","07","03:00","8.1","","0.6","","59","","","","17","","5","","24.1","","89.44","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-07 04:00","2023","10","07","04:00","6.2","","0.0","","64","","","","13","","3","","24.1","","89.48","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-07 05:00","2023","10","07","05:00","7.0","","-0.9","","57","","","","36","","2","","24.1","","89.50","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-07 06:00","2023","10","07","06:00","7.0","","0.6","","64","","","","22","","4","","32.2","","89.50","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-07 07:00","2023","10","07","07:00","6.8","","0.6","","64","","","","36","","2","","64.4","","89.50","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-07 08:00","2023","10","07","08:00","8.2","","1.9","","64","","","","8","","4","","64.4","","89.52","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-07 09:00","2023","10","07","09:00","12.2","","1.4","","47","","","","22","","11","","64.4","","89.53","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-10-07 10:00","2023","10","07","10:00","14.8","","1.6","","41","","","","22","","10","","64.4","","89.50","","","","","","NA"
